Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,highway MPG,city mpg,Age,MSRP
1.0,210.0,4.0,2,3,2.0,1,28,20,12,23670
2.0,155.0,4.0,2,3,2.0,1,31,24,11,20325
2.0,155.0,4.0,2,3,2.0,1,31,24,11,21475
1.0,201.0,4.0,2,3,2.0,1,28,20,11,23845
2.0,155.0,4.0,1,3,2.0,1,31,22,11,21225
2.0,155.0,4.0,1,3,2.0,1,31,22,11,22375
1.0,220.0,6.0,1,3,4.0,2,21,17,16,33955
1.0,220.0,6.0,1,4,4.0,2,21,16,16,35705
2.0,220.0,6.0,1,2,4.0,2,21,16,15,35705
2.0,220.0,6.0,1,3,4.0,2,21,17,15,33955
2.0,220.0,6.0,1,2,4.0,2,21,16,14,36925
2.0,220.0,6.0,1,3,4.0,2,21,17,14,35125
2.0,230.0,6.0,1,3,4.0,2,24,17,13,35275
2.0,230.0,6.0,1,2,4.0,2,22,16,13,36675
2.0,230.0,6.0,1,3,4.0,2,23,17,12,36025
2.0,230.0,6.0,1,2,4.0,2,22,16,12,37425
2.0,223.0,6.0,1,3,4.0,2,23,17,11,36370
2.0,223.0,6.0,1,2,4.0,2,22,16,11,37770
2.0,270.0,6.0,1,3,4.0,2,25,18,2,40970
2.0,270.0,6.0,1,2,4.0,2,26,18,2,50220
2.0,270.0,6.0,1,2,4.0,2,26,18,2,48710
2.0,270.0,6.0,1,2,4.0,2,24,18,2,42370
2.0,295.0,6.0,1,2,4.0,2,26,19,1,49125
2.0,295.0,6.0,1,3,4.0,2,28,20,1,41900
2.0,295.0,6.0,1,2,4.0,2,26,19,1,43300
2.0,295.0,6.0,1,2,4.0,2,26,19,0,50320
2.0,295.0,6.0,1,3,4.0,2,27,20,0,48920
2.0,295.0,6.0,1,3,4.0,2,27,20,0,43020
2.0,295.0,6.0,1,2,4.0,2,26,19,0,44420
2.0,268.0,6.0,1,2,4.0,2,25,27,11,46060
2.0,268.0,6.0,1,3,4.0,2,25,28,11,44660
2.0,268.0,6.0,1,3,4.0,2,25,28,10,41180
2.0,268.0,6.0,1,2,4.0,2,25,27,10,42580
1.0,268.0,6.0,1,3,4.0,2,24,27,9,42080
1.0,268.0,6.0,1,2,4.0,2,24,26,9,43480
1.0,295.0,6.0,1,3,4.0,2,28,32,2,47620
1.0,295.0,6.0,1,2,4.0,2,28,30,2,49020
3.0,308.0,6.0,1,2,4.0,2,28,30,1,57045
3.0,308.0,6.0,1,2,4.0,2,28,30,1,53635
3.0,308.0,6.0,1,3,4.0,2,30,31,1,52235
3.0,308.0,6.0,1,2,4.0,2,28,31,0,53035
3.0,308.0,6.0,1,2,4.0,2,28,31,0,56495
2.0,160.0,6.0,2,4,4.0,2,20,15,25,2000
2.0,190.0,6.0,1,1,3.0,1,20,15,15,20984
4.0,120.0,4.0,1,1,2.0,1,23,17,15,15406
4.0,120.0,4.0,1,1,3.0,1,23,17,15,21474
2.0,190.0,6.0,2,4,3.0,1,16,12,15,19757
2.0,190.0,6.0,1,1,3.0,1,20,15,15,23539
4.0,120.0,4.0,2,1,3.0,1,25,19,15,15943
2.0,190.0,6.0,2,1,3.0,1,20,14,15,17284
2.0,190.0,6.0,1,1,2.0,1,20,15,15,18169
4.0,120.0,4.0,1,1,2.0,1,23,17,15,19434
4.0,120.0,4.0,2,1,2.0,1,25,19,15,13961
2.0,190.0,6.0,1,4,3.0,1,18,14,15,24063
2.0,190.0,6.0,1,1,2.0,1,20,15,15,18519
2.0,190.0,6.0,1,4,4.0,1,18,14,15,24462
2.0,190.0,6.0,1,4,3.0,1,18,14,15,25990
4.0,120.0,4.0,1,1,2.0,1,23,17,15,17169
2.0,190.0,6.0,1,1,3.0,1,20,15,15,20209
4.0,120.0,4.0,1,1,3.0,1,23,17,15,19209
2.0,190.0,6.0,1,1,2.0,1,20,15,15,21499
2.0,190.0,6.0,2,1,2.0,1,20,14,15,14961
2.0,190.0,6.0,1,1,2.0,1,20,15,15,18944
4.0,120.0,4.0,2,1,3.0,1,25,19,14,20780
2.0,190.0,6.0,2,4,3.0,1,17,12,14,20270
4.0,120.0,4.0,2,1,2.0,1,25,19,14,16905
4.0,120.0,4.0,2,1,2.0,1,25,19,14,18780
2.0,190.0,6.0,1,4,4.0,1,18,14,14,24370
4.0,120.0,4.0,1,1,2.0,1,23,17,14,17570
4.0,120.0,4.0,2,1,3.0,1,25,19,14,16570
2.0,190.0,6.0,2,4,3.0,1,17,12,14,23985
4.0,120.0,4.0,1,1,2.0,1,23,17,14,16220
4.0,120.0,4.0,2,1,3.0,1,25,19,14,18905
4.0,120.0,4.0,2,1,2.0,1,25,19,14,16120
2.0,190.0,6.0,2,4,3.0,1,17,12,14,21820
4.0,120.0,4.0,2,1,2.0,1,25,19,14,14770
4.0,120.0,4.0,2,1,3.0,1,25,19,14,18120
2.0,190.0,6.0,1,4,4.0,1,18,14,13,24660
1.0,237.0,4.0,2,1,2.0,1,24,18,10,34250
1.0,237.0,4.0,2,1,2.0,1,25,18,9,37300
1.0,237.0,4.0,2,1,2.0,1,25,18,9,36300
1.0,237.0,4.0,2,1,2.0,1,25,18,9,34300
1.0,237.0,4.0,2,1,2.0,1,25,18,8,36995
1.0,237.0,4.0,2,1,2.0,1,25,18,8,34995
1.0,237.0,4.0,2,1,2.0,1,25,18,8,37995
1.0,292.0,4.0,3,2,4.0,1,31,23,2,41100
1.0,292.0,4.0,3,2,4.0,1,31,23,2,47000
1.0,292.0,4.0,3,2,4.0,1,31,23,1,42500
1.0,292.0,4.0,3,2,4.0,1,31,23,1,48650
1.0,292.0,4.0,3,2,4.0,1,28,21,0,48400
1.0,292.0,4.0,3,2,4.0,1,28,21,0,42900
3.0,227.0,5.0,1,2,4.0,1,26,18,8,33800
3.0,227.0,5.0,1,3,4.0,1,28,19,8,32350
3.0,168.0,5.0,1,3,4.0,1,31,20,8,28550
3.0,227.0,5.0,2,2,4.0,1,27,20,7,31350
3.0,168.0,5.0,2,3,4.0,1,29,21,7,26200
3.0,227.0,5.0,1,3,4.0,1,30,21,7,31150
2.0,227.0,5.0,1,3,4.0,1,30,21,6,27750
2.0,227.0,5.0,1,3,4.0,1,30,21,6,31150
1.0,333.0,6.0,3,2,4.0,2,28,18,3,49500
1.0,333.0,6.0,2,2,4.0,2,26,17,3,54000
1.0,333.0,6.0,2,2,4.0,2,26,17,3,48100
1.0,333.0,6.0,3,2,4.0,2,28,18,3,55400
1.0,333.0,6.0,2,2,4.0,2,26,17,2,48400
1.0,333.0,6.0,2,2,4.0,2,26,17,2,54300
1.0,333.0,6.0,3,2,4.0,2,28,18,2,55700
1.0,333.0,6.0,3,2,4.0,2,28,18,2,49800
1.0,333.0,6.0,3,2,4.0,2,28,18,1,56100
1.0,333.0,6.0,2,2,4.0,2,26,17,1,55100
1.0,333.0,6.0,3,2,4.0,2,28,18,1,50200
1.0,333.0,6.0,2,2,4.0,2,26,17,1,49200
1.0,333.0,6.0,3,2,2.0,2,26,18,1,67350
1.0,333.0,6.0,2,2,2.0,2,26,17,1,59350
1.0,333.0,6.0,3,2,2.0,2,26,18,1,61100
1.0,333.0,6.0,3,2,2.0,2,28,18,1,54100
1.0,333.0,6.0,3,2,2.0,2,28,18,1,60350
1.0,333.0,6.0,2,2,2.0,2,26,17,1,53100
1.0,333.0,6.0,2,2,2.0,2,26,17,0,53100
1.0,333.0,6.0,3,2,2.0,2,26,18,0,61100
1.0,333.0,6.0,3,2,2.0,2,28,18,0,54100
2.0,240.0,4.0,1,2,4.0,2,30,22,0,44200
2.0,250.0,5.0,1,2,4.0,2,29,20,2,35450
2.0,302.0,4.0,1,3,4.0,2,35,24,2,39250
2.0,250.0,5.0,1,2,4.0,2,29,20,2,34800
2.0,325.0,6.0,1,2,4.0,2,28,19,2,43800
2.0,325.0,6.0,1,2,4.0,2,28,19,2,42700
2.0,240.0,4.0,1,3,4.0,2,37,25,2,33950
2.0,240.0,4.0,1,3,4.0,2,37,25,2,33300
2.0,302.0,4.0,1,3,4.0,2,35,24,2,38150
2.0,240.0,4.0,1,3,4.0,2,37,25,1,38900
2.0,302.0,4.0,1,3,4.0,2,33,23,1,39450
2.0,345.0,6.0,1,2,4.0,2,27,18,1,59700
2.0,302.0,4.0,1,2,4.0,2,31,22,1,44400
2.0,250.0,5.0,1,2,4.0,2,29,20,1,35650
2.0,250.0,5.0,1,2,4.0,2,29,20,1,40400
2.0,302.0,4.0,1,2,4.0,2,31,22,1,47900
2.0,240.0,4.0,1,3,4.0,2,38,26,1,34150
2.0,250.0,5.0,1,2,4.0,2,29,20,1,38300
2.0,240.0,4.0,1,3,4.0,2,38,26,1,36800
2.0,250.0,5.0,1,2,4.0,2,28,20,1,43700
2.0,302.0,4.0,1,3,4.0,2,33,23,1,43300
2.0,250.0,5.0,1,2,4.0,2,29,20,1,43400
2.0,240.0,4.0,1,3,4.0,2,37,25,1,41900
2.0,325.0,6.0,1,2,4.0,2,27,18,1,44200
2.0,325.0,6.0,1,2,4.0,2,27,18,1,47700
2.0,240.0,4.0,1,3,4.0,2,36,25,0,33950
2.0,240.0,4.0,1,3,4.0,2,36,25,0,40800
2.0,240.0,4.0,1,3,4.0,2,36,25,0,36800
2.0,302.0,4.0,1,2,4.0,2,31,23,0,47400
1.0,420.0,8.0,3,2,4.0,2,27,17,2,75500
1.0,450.0,8.0,3,2,4.0,2,27,18,1,70900
1.0,450.0,8.0,3,2,4.0,2,27,18,1,75300
1.0,450.0,8.0,3,2,4.0,2,27,18,0,74100
1.0,450.0,8.0,3,2,4.0,2,27,18,0,70900
2.0,190.0,5.0,1,3,4.0,2,24,17,19,2112
2.0,236.0,5.0,2,3,4.0,2,23,17,19,2232
2.0,162.0,5.0,2,3,4.0,2,26,19,18,2172
2.0,190.0,5.0,1,3,4.0,2,25,18,18,2286
2.0,236.0,5.0,2,3,4.0,2,25,18,18,2382
2.0,190.0,5.0,1,2,4.0,2,23,16,18,2384
2.0,190.0,5.0,1,3,4.0,2,24,17,17,2430
2.0,190.0,5.0,1,2,4.0,2,23,16,17,2637
2.0,168.0,5.0,2,3,4.0,2,26,19,17,2305
2.0,190.0,5.0,1,3,4.0,2,24,17,17,2500
2.0,168.0,5.0,2,3,4.0,2,26,19,17,2403
2.0,236.0,5.0,2,3,4.0,2,25,18,17,2608
2.0,240.0,6.0,1,3,4.0,2,29,20,3,39900
2.0,300.0,6.0,1,2,4.0,2,25,18,3,43950
2.0,300.0,6.0,1,2,4.0,2,28,19,2,45100
2.0,300.0,6.0,1,2,4.0,2,28,19,2,43950
2.0,240.0,4.0,1,3,4.0,2,38,26,2,41700
2.0,240.0,4.0,1,3,4.0,2,38,26,2,40500
2.0,240.0,4.0,1,3,4.0,2,37,25,1,48375
2.0,240.0,4.0,1,3,4.0,2,37,25,1,43450
2.0,181.0,6.0,1,1,4.0,2,23,16,19,2269
3.0,250.0,4.0,1,3,4.0,3,34,23,0,46950
3.0,316.0,4.0,1,2,4.0,3,31,22,0,52950
3.0,250.0,4.0,1,3,4.0,3,34,23,0,50450
3.0,316.0,4.0,1,2,4.0,3,31,22,0,56250
2.0,190.0,6.0,1,2,3.0,3,18,14,14,24450
2.0,190.0,6.0,1,1,3.0,3,21,15,14,22050
2.0,190.0,6.0,1,1,3.0,3,19,14,13,22695
2.0,190.0,6.0,1,2,3.0,3,18,14,13,25195
2.0,190.0,6.0,1,1,3.0,3,20,15,12,22930
2.0,190.0,6.0,1,2,3.0,3,18,14,12,25430
2.0,190.0,6.0,1,1,3.0,3,19,14,14,23690
2.0,190.0,6.0,1,2,3.0,3,16,12,14,25690
2.0,190.0,6.0,1,1,3.0,3,19,14,13,24195
2.0,190.0,6.0,1,2,3.0,3,16,12,13,26195
2.0,190.0,6.0,1,1,3.0,3,20,14,12,24430
2.0,190.0,6.0,1,2,3.0,3,16,12,12,26430
2.0,66.0,4.0,2,4,2.0,1,26,24,24,2000
2.0,66.0,4.0,2,1,2.0,1,26,24,24,2000
2.0,66.0,4.0,2,4,2.0,1,26,24,23,2000
2.0,66.0,4.0,2,4,2.0,1,26,24,22,2000
2.0,190.0,4.0,1,3,4.0,2,27,20,2,24950
2.0,190.0,4.0,1,2,4.0,2,25,19,2,26700
2.0,265.0,4.0,1,2,4.0,2,24,18,1,33000
2.0,190.0,4.0,1,3,4.0,2,27,20,1,24950
2.0,190.0,4.0,1,2,4.0,2,25,19,1,26700
2.0,265.0,4.0,1,3,4.0,2,27,19,1,31250
2.0,265.0,4.0,1,2,4.0,2,26,19,0,33450
2.0,265.0,4.0,1,3,4.0,2,28,20,0,31700
2.0,265.0,4.0,1,2,4.0,2,24,19,0,38250
2.0,190.0,4.0,1,3,4.0,2,27,21,0,25350
2.0,190.0,4.0,1,2,4.0,2,26,20,0,27100
2.0,265.0,4.0,1,3,4.0,2,27,20,0,36500
2.0,290.0,6.0,1,3,4.0,2,25,18,2,30150
2.0,290.0,6.0,1,2,4.0,2,24,18,2,31900
2.0,290.0,6.0,1,2,4.0,2,24,18,1,32150
2.0,290.0,6.0,1,3,4.0,2,25,18,1,30400
2.0,290.0,6.0,1,2,4.0,2,24,18,1,36250
2.0,290.0,6.0,1,3,4.0,2,25,18,1,34500
2.0,290.0,6.0,1,2,4.0,2,22,17,0,36700
2.0,290.0,6.0,1,3,4.0,2,23,17,0,38700
2.0,290.0,6.0,1,2,4.0,2,22,17,0,40450
2.0,290.0,6.0,1,3,4.0,2,23,17,0,34950
2.0,290.0,6.0,1,2,4.0,2,22,17,0,41150
2.0,290.0,6.0,1,3,4.0,2,25,18,0,30800
2.0,290.0,6.0,1,2,4.0,2,24,18,0,32550
2.0,290.0,6.0,1,3,4.0,2,23,17,0,39400
4.0,285.0,8.0,1,1,3.0,2,17,11,3,29215
4.0,310.0,8.0,1,2,3.0,2,17,13,3,32760
4.0,285.0,8.0,1,1,3.0,3,17,11,3,33420
2.0,195.0,6.0,1,1,3.0,2,19,14,3,27710
4.0,285.0,8.0,1,1,3.0,2,17,11,3,32535
4.0,285.0,8.0,1,1,3.0,3,17,11,3,31075
4.0,285.0,8.0,1,1,3.0,2,17,11,2,32875
4.0,285.0,8.0,1,1,3.0,3,17,11,2,31415
4.0,285.0,8.0,1,1,3.0,2,17,11,2,29555
4.0,285.0,8.0,1,1,3.0,3,17,11,2,33760
4.0,285.0,8.0,1,1,3.0,3,16,11,1,32455
4.0,285.0,8.0,1,1,3.0,2,16,11,1,33915
4.0,285.0,8.0,1,1,3.0,3,16,11,1,34800
4.0,285.0,8.0,1,1,3.0,2,16,11,1,30595
4.0,310.0,8.0,1,1,3.0,2,17,13,3,30970
4.0,280.0,8.0,1,1,3.0,3,17,11,3,36030
4.0,280.0,8.0,1,1,3.0,2,17,11,3,31865
4.0,310.0,8.0,1,2,3.0,2,17,13,3,34525
4.0,280.0,8.0,1,1,3.0,2,17,11,3,34160
4.0,285.0,8.0,1,1,3.0,3,17,11,2,36355
4.0,285.0,8.0,1,1,3.0,2,17,11,2,34015
4.0,285.0,8.0,1,1,3.0,2,17,11,2,35915
4.0,285.0,8.0,1,1,3.0,3,17,11,2,36700
4.0,285.0,8.0,1,1,3.0,2,17,11,2,32190
4.0,285.0,8.0,1,1,3.0,2,17,11,2,34485
4.0,285.0,8.0,1,1,3.0,2,16,11,1,32990
4.0,285.0,8.0,1,1,3.0,3,16,11,1,37155
4.0,285.0,8.0,1,1,3.0,3,16,11,1,37500
4.0,285.0,8.0,1,1,3.0,2,16,11,1,35285
4.0,285.0,8.0,1,1,3.0,2,16,11,1,36715
4.0,285.0,8.0,1,1,3.0,2,16,11,1,34815
2.0,225.0,6.0,1,1,2.0,2,22,17,19,3211
2.0,225.0,6.0,1,1,2.0,2,22,17,18,3665
2.0,225.0,6.0,1,1,2.0,2,22,17,17,4024
2.0,290.0,8.0,1,1,2.0,2,23,17,19,3442
2.0,290.0,8.0,1,1,2.0,2,23,16,18,4031
2.0,290.0,8.0,1,1,2.0,2,23,16,17,4404
1.0,288.0,8.0,1,1,2.0,1,23,16,9,66355
1.0,288.0,8.0,1,1,2.0,1,23,16,8,66805
1.0,288.0,8.0,1,1,2.0,1,23,16,7,68405
2.0,115.0,4.0,2,3,2.0,1,29,23,24,2000
2.0,115.0,4.0,2,3,2.0,1,29,23,23,2000
2.0,115.0,4.0,2,3,2.0,1,30,23,22,2000
2.0,235.0,6.0,1,3,2.0,2,26,16,9,32715
2.0,173.0,4.0,1,3,2.0,2,30,21,9,26600
2.0,173.0,4.0,1,3,4.0,2,30,21,9,24415
2.0,173.0,4.0,1,3,4.0,2,30,21,9,20865
2.0,173.0,4.0,1,3,4.0,2,30,21,9,19840
2.0,235.0,6.0,1,2,4.0,2,24,15,9,28415
4.0,186.0,6.0,1,3,2.0,2,26,18,9,29275
2.0,173.0,4.0,1,3,4.0,2,30,21,8,25920
2.0,173.0,4.0,1,3,4.0,2,30,21,8,20915
4.0,186.0,6.0,1,3,2.0,2,26,18,8,30270
2.0,235.0,6.0,1,3,2.0,2,27,16,8,35125
2.0,173.0,4.0,1,3,4.0,2,30,21,8,20515
2.0,173.0,4.0,1,3,2.0,2,29,20,8,27790
2.0,173.0,4.0,1,3,4.0,2,30,21,8,21810
2.0,173.0,4.0,1,3,4.0,2,30,21,8,23040
2.0,235.0,6.0,1,3,2.0,2,27,16,7,32710
2.0,173.0,4.0,1,3,4.0,2,30,21,7,22115
4.0,186.0,6.0,1,3,2.0,2,26,18,7,29210
2.0,173.0,4.0,1,3,2.0,2,29,20,7,27850
2.0,173.0,4.0,1,3,4.0,2,30,21,7,20120
2.0,276.0,6.0,1,3,4.0,2,25,18,2,36300
2.0,276.0,6.0,1,3,4.0,2,24,18,2,26100
2.0,276.0,6.0,1,3,4.0,2,24,18,2,32300
2.0,276.0,6.0,1,3,4.0,2,22,17,2,39700
2.0,276.0,6.0,1,3,4.0,2,24,18,2,28300
2.0,276.0,6.0,1,3,4.0,2,24,18,1,28500
2.0,276.0,6.0,1,3,4.0,2,24,18,1,26400
2.0,276.0,6.0,1,3,4.0,2,22,17,1,39900
2.0,276.0,6.0,1,3,4.0,2,24,18,1,32700
2.0,276.0,6.0,1,3,4.0,2,25,18,1,36400
2.0,276.0,6.0,1,3,4.0,2,22,17,0,41900
2.0,276.0,6.0,1,3,4.0,2,24,18,0,28850
2.0,276.0,6.0,1,3,4.0,2,24,18,0,33600
2.0,276.0,6.0,1,3,4.0,2,25,18,0,36900
2.0,276.0,6.0,1,3,4.0,2,24,18,0,26800
2.0,130.0,4.0,1,3,4.0,2,39,30,2,20720
2.0,130.0,4.0,1,3,4.0,2,40,30,2,17780
2.0,130.0,4.0,1,3,4.0,2,39,30,2,18350
2.0,130.0,4.0,2,3,4.0,2,36,27,2,16530
2.0,130.0,4.0,1,3,4.0,2,39,30,2,17380
2.0,130.0,4.0,1,3,4.0,2,39,30,2,19960
2.0,130.0,4.0,1,3,4.0,2,38,29,1,22170
2.0,130.0,4.0,1,3,4.0,2,38,29,1,20410
2.0,130.0,4.0,2,3,4.0,2,36,27,1,16780
2.0,130.0,4.0,1,3,4.0,2,38,29,1,18550
2.0,130.0,4.0,1,3,4.0,2,40,30,1,18160
2.0,130.0,4.0,1,3,4.0,2,38,29,1,17760
2.0,124.0,4.0,1,3,4.0,2,37,29,0,21500
3.0,188.0,4.0,1,3,4.0,2,33,27,0,21990
2.0,124.0,4.0,1,3,4.0,2,37,29,0,18790
2.0,130.0,4.0,2,3,4.0,2,35,27,0,16990
2.0,124.0,4.0,1,3,4.0,2,37,29,0,19990
2.0,124.0,4.0,1,3,4.0,2,37,29,0,17990
3.0,188.0,4.0,2,3,4.0,2,32,26,0,21990
2.0,125.0,4.0,2,3,4.0,1,28,22,16,10845
2.0,125.0,4.0,2,3,4.0,1,28,22,16,12445
2.0,125.0,4.0,1,3,4.0,1,28,19,16,11820
2.0,125.0,4.0,1,3,4.0,1,28,19,16,13420
2.0,381.0,8.0,1,4,4.0,3,17,13,2,64320
2.0,381.0,8.0,1,4,4.0,3,17,13,2,47620
4.0,381.0,8.0,1,4,4.0,3,17,13,2,56580
2.0,381.0,8.0,1,1,4.0,3,17,13,2,61095
4.0,381.0,8.0,1,4,4.0,3,17,13,2,47620
2.0,381.0,8.0,1,1,4.0,3,17,13,2,53355
2.0,381.0,8.0,1,4,4.0,3,17,13,2,56580
4.0,381.0,8.0,1,4,4.0,3,17,13,2,64320
2.0,381.0,8.0,1,1,4.0,3,17,13,2,44395
2.0,381.0,8.0,1,1,4.0,3,17,13,1,61855
4.0,381.0,8.0,1,4,4.0,3,17,13,1,57340
2.0,381.0,8.0,1,1,4.0,3,17,13,1,45325
4.0,381.0,8.0,1,4,4.0,3,17,13,1,65080
2.0,381.0,8.0,1,4,4.0,3,17,13,1,65080
2.0,381.0,8.0,1,4,4.0,3,17,13,1,57340
2.0,381.0,8.0,1,4,4.0,3,17,13,1,48550
2.0,381.0,8.0,1,1,4.0,3,17,13,1,54115
4.0,381.0,8.0,1,4,4.0,3,17,13,1,48550
2.0,381.0,8.0,1,4,4.0,3,17,13,0,48685
4.0,381.0,8.0,1,4,4.0,3,17,13,0,65215
2.0,381.0,8.0,1,1,4.0,3,17,13,0,45460
4.0,381.0,8.0,1,4,4.0,3,17,13,0,57475
2.0,381.0,8.0,1,4,4.0,3,17,13,0,57475
2.0,381.0,8.0,1,1,4.0,3,17,13,0,54250
4.0,381.0,8.0,1,4,4.0,3,17,13,0,48685
2.0,381.0,8.0,1,4,4.0,3,17,13,0,65215
2.0,381.0,8.0,1,1,4.0,3,17,13,0,61990
2.0,275.0,8.0,1,3,4.0,3,25,16,15,44399
2.0,300.0,8.0,1,3,4.0,3,25,16,15,49705
2.0,300.0,8.0,1,3,4.0,3,25,16,14,51650
2.0,275.0,8.0,1,3,4.0,3,25,16,14,45535
2.0,275.0,8.0,1,3,4.0,3,24,16,13,45975
2.0,152.0,4.0,2,3,4.0,1,24,18,25,2000
2.0,100.0,4.0,2,3,4.0,1,29,20,25,2000
2.0,152.0,4.0,2,3,2.0,1,24,18,25,2000
2.0,100.0,4.0,2,3,2.0,1,29,20,25,2000
2.0,93.0,4.0,2,3,2.0,1,29,23,24,2000
2.0,93.0,4.0,2,3,4.0,1,29,23,24,2000
2.0,100.0,4.0,2,3,2.0,1,29,22,24,2000
2.0,100.0,4.0,2,3,4.0,1,29,22,24,2000
2.0,100.0,4.0,2,3,2.0,1,27,21,23,2000
2.0,93.0,4.0,2,3,2.0,1,30,23,23,2000
2.0,93.0,4.0,2,3,4.0,1,30,23,23,2000
2.0,100.0,4.0,2,3,4.0,1,27,21,23,2000
3.0,526.0,8.0,2,1,2.0,2,21,14,2,61295
3.0,526.0,8.0,2,1,2.0,2,21,14,2,47795
3.0,526.0,8.0,2,1,2.0,2,21,15,1,61295
3.0,526.0,8.0,2,1,2.0,2,21,14,1,47795
3.0,526.0,8.0,2,1,2.0,2,21,15,0,61795
3.0,526.0,8.0,2,1,2.0,2,21,14,0,54295
1.0,550.0,8.0,2,1,2.0,2,23,15,5,48810
1.0,662.0,8.0,2,1,2.0,2,24,15,4,59200
1.0,662.0,8.0,2,1,2.0,2,24,15,4,54200
1.0,662.0,8.0,2,1,2.0,2,24,15,3,55110
1.0,662.0,8.0,2,1,2.0,2,24,15,3,60110
2.0,95.0,4.0,2,1,4.0,1,24,21,21,2000
2.0,95.0,4.0,2,4,2.0,1,24,21,21,2000
2.0,95.0,4.0,2,1,2.0,1,24,21,21,2000
2.0,95.0,4.0,2,4,4.0,1,24,21,21,2000
2.0,95.0,4.0,2,4,4.0,1,24,21,20,2000
2.0,120.0,4.0,2,1,4.0,1,23,19,20,2000
2.0,95.0,4.0,2,1,4.0,1,24,21,20,2000
2.0,120.0,4.0,2,4,4.0,1,23,19,20,2002
2.0,95.0,4.0,2,1,2.0,1,24,21,20,2000
2.0,120.0,4.0,2,4,4.0,1,23,19,20,2000
2.0,95.0,4.0,2,4,2.0,1,24,21,20,2000
2.0,95.0,4.0,2,1,4.0,1,24,20,19,2000
2.0,95.0,4.0,1,4,4.0,1,24,19,19,2107
2.0,120.0,4.0,2,4,4.0,1,23,20,19,2125
2.0,120.0,4.0,2,4,4.0,1,23,20,19,2078
2.0,95.0,4.0,2,4,4.0,1,24,20,19,2019
2.0,95.0,4.0,2,1,2.0,1,24,21,19,2000
2.0,120.0,4.0,2,1,4.0,1,23,20,19,2027
2.0,120.0,4.0,2,4,4.0,1,23,20,19,2153
2.0,266.0,6.0,1,2,4.0,3,23,16,2,42880
2.0,266.0,6.0,1,2,4.0,3,23,16,2,37400
2.0,266.0,6.0,1,2,4.0,3,23,16,2,40655
2.0,266.0,6.0,1,3,4.0,3,25,18,2,37445
2.0,266.0,6.0,1,3,4.0,3,25,18,2,35200
2.0,266.0,6.0,1,3,4.0,3,25,18,2,41035
2.0,266.0,6.0,1,3,4.0,3,25,18,2,35000
2.0,266.0,6.0,1,2,4.0,3,23,16,2,33960
2.0,266.0,6.0,1,2,4.0,3,23,16,2,46250
2.0,266.0,6.0,1,3,4.0,3,25,18,2,41750
2.0,266.0,6.0,1,3,4.0,3,25,18,2,28700
2.0,266.0,6.0,1,3,4.0,3,25,18,2,45120
2.0,266.0,6.0,1,3,4.0,3,25,18,2,31630
2.0,266.0,6.0,1,3,4.0,3,25,18,2,31430
2.0,266.0,6.0,1,3,4.0,3,25,18,2,38455
2.0,266.0,6.0,1,3,4.0,3,25,18,2,39780
2.0,266.0,6.0,1,3,4.0,3,25,18,2,26595
2.0,266.0,6.0,1,2,4.0,3,23,16,1,34180
2.0,266.0,6.0,1,3,4.0,3,25,18,1,38605
2.0,266.0,6.0,1,3,4.0,3,25,18,1,35410
2.0,266.0,6.0,1,3,4.0,3,25,18,1,31840
2.0,266.0,6.0,1,2,4.0,3,23,16,1,37620
2.0,266.0,6.0,1,3,4.0,3,25,18,1,31640
2.0,266.0,6.0,1,3,4.0,3,25,18,1,41245
2.0,266.0,6.0,1,2,4.0,3,23,16,1,40815
2.0,266.0,6.0,1,3,4.0,3,25,18,1,28850
2.0,266.0,6.0,1,3,4.0,3,25,18,1,41900
2.0,266.0,6.0,1,2,4.0,3,23,16,1,43040
2.0,266.0,6.0,1,3,4.0,3,25,18,1,39930
2.0,266.0,6.0,1,2,4.0,3,23,16,1,46410
2.0,266.0,6.0,1,3,4.0,3,25,18,1,37655
2.0,266.0,6.0,1,3,4.0,3,25,18,1,35210
2.0,266.0,6.0,1,3,4.0,3,25,18,1,45270
2.0,266.0,6.0,1,3,4.0,3,25,18,1,26745
2.0,296.0,6.0,1,3,4.0,3,27,19,0,29750
2.0,296.0,6.0,1,3,4.0,3,27,19,0,32740
2.0,296.0,6.0,1,2,4.0,3,24,18,0,35080
2.0,296.0,6.0,1,2,4.0,3,24,18,0,43940
2.0,296.0,6.0,1,3,4.0,3,27,19,0,42800
2.0,296.0,6.0,1,2,4.0,3,24,18,0,41715
2.0,296.0,6.0,1,3,4.0,3,27,19,0,38555
2.0,296.0,6.0,1,3,4.0,3,27,19,0,32540
2.0,296.0,6.0,1,3,4.0,3,27,19,0,42145
2.0,296.0,6.0,1,3,4.0,3,27,19,0,39505
2.0,296.0,6.0,1,3,4.0,3,27,19,0,36310
2.0,296.0,6.0,1,3,4.0,3,27,19,0,36110
2.0,296.0,6.0,1,3,4.0,3,27,19,0,40830
2.0,296.0,6.0,1,3,4.0,3,27,19,0,27645
2.0,296.0,6.0,1,2,4.0,3,24,18,0,38520
2.0,296.0,6.0,1,3,4.0,3,27,19,0,46170
2.0,296.0,6.0,1,2,4.0,3,24,18,0,47310
4.0,295.0,8.0,1,1,4.0,3,19,14,10,30930
4.0,295.0,8.0,1,1,4.0,3,19,14,10,24515
